dot_number,legal_name,dba_name,expert_label,safer_company_snapshot_url,pc_flag,phy_street,phy_city,phy_state,phy_zip,phy_country,mailing_street,mailing_city,mailing_state,mailing_zip,mailing_country,telephone,fax,email_address,mcs150_date,mcs150_mileage,mcs150_mileage_year,add_date,oic_state,nbr_power_unit,driver_total,recent_mileage,recent_mileage_year,vmt_source_id,private_only,authorized_for_hire,exempt_for_hire,private_property,private_passenger_business,private_passenger_nonbusiness,migrant,us_mail,federal_government,state_government,local_government,indian_tribe,op_other,usdot_status,cargo_carried,num_filings,num_unique_companies,top_company,top_company_share,cancelled_method_count,replaced_method_count,name_changed_method_count,transferred_method_count,first_filing_date,last_filing_date,all_companies,count_cargo,count_bipd,count_broker_bond,count_broker_trust_fund,median_gap_days
2802940,GRAY TRANSPORT LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2802940,FALSE,305 HIGHLAND BLVD,HALLSVILLE,TX,75650,US,305 HIGHLAND BLVD,HALLSVILLE,TX,75650,US,(601) 381-5534,,CGRAYTRANSPORT@GMAIL.COM,31-Oct-24,619240,2023,25-Sep-15,TX,6,6,619240,2023,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"Building Materials; Construction; General Freight; Logs, Poles, Beams, Lumber; Paper Products; Utilities",11,6,CLEAR BLUE INSURANCE COMPANY,0.27272727,7,4,0,0,4/18/17,4/18/24,"CLEAR BLUE INSURANCE COMPANY, NATIONAL UNION FIRE INS. CO. OF PITSBGH. PA, PROGRESSIVE COUNTY MUTUAL, TRISURA SPECIALTY INSURANCE COMPANY, UNDERWRITERS AT LLOYDS LONDON, WATFORD INSURANCE COMPANY",0,11,0,0,365
1994733,LORD'S RELOCATION SERVICES INC,ALL POINTS PIONEER,GREAT,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1994733,FALSE,2880 113TH ST STE 200,GRAND PRAIRIE,TX,75050,US,2880 113TH STE 200,GRAND PRAIRIE,TX,75050,US,(817) 275-6888,(817) 275-7847,JONATHAN@ALLPOINTSOFTEXAS.COM,20-Aug-25,40000,2024,12-Feb-10,TX,9,5,40000,2024,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,N,ACTIVE,Household Goods; OFFICE FURNITURE,,,,,,,,,,,,,,,,
3315327,CA BACKHOE SERVICE LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3315327,FALSE,2625 E MURRAY ST,RAWLINS,WY,82301,US,2625 E MURRAY ST,RAWLINS,WY,82301,US,(307) 328-5085,,CASERVICES.TRUCKING@GMAIL.COM,25-Jan-24,100000,2024,25-Jul-19,WY,6,4,100000,2024,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Building Materials; Construction; General Freight; Oilfield Equipment; US Mail,7,2,ARTISAN & TRUCKERS CASUALTY COMPANY,0.57142857,7,0,0,0,5/25/21,9/30/24,"ARTISAN & TRUCKERS CASUALTY COMPANY, NATIONAL INDEMNITY COMPANY",0,7,0,0,134.5
2609813,OG PALLETS INC,,GREAT,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2609813,FALSE,1235 S LINCOLN ST,COLTON,CA,92324,US,PO BOX 1956,RIALTO,CA,92377,US,(909) 746-7410,,OGPALLETS@ATT.NET,31-Mar-25,42000,2024,17-Apr-15,CA,6,5,42000,2024,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,WOOD PALLET,,,,,,,,,,,,,,,,
3948191,BLACK HILLS LIVESTOCK LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3948191,FALSE,16778 GARRETT RD,LAKEVIEW,OR,97630-8070,US,160 WIKIUP DR STE 208,SANTA ROSA,CA,95403,US,(707) 291-8569,,MIKEDELCURTO7@GMAIL.COM,27-May-25,370000,2024,6-Sep-22,OR,5,5,370000,2024,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Livestock,,,,,,,,,,,,,,,,
1150925,STARKMAN LANDSCAPE SPECIALTIES INC,,GREAT,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1150925,FALSE,145 W CAMP ST,ELY,MN,55731,US,145 W CAMP ST,ELY,MN,55731,US,(218) 365-6555,,ELYFLOWERSEED@GMAIL.COM,12-Dec-24,1,2023,15-Jul-03,MN,5,5,1,2023,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"General Freight; Intermodal Cont.; Machinery, Large Objects",,,,,,,,,,,,,,,,
3848130,JOEL DIAZ XPRESS LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3848130,FALSE,1378 EAST TRL,PLEASANTON,TX,78064-6506,US,1378 EAST TRL,PLEASANTON,TX,78064-6506,US,(956) 372-9990,,JDIAZ372@GMAIL.COM,16-Sep-25,150000,2024,23-Mar-22,TX,5,5,150000,2024,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"SAND, DIRT, AND",2,1,CLEAR BLUE INSURANCE COMPANY,1,2,0,0,0,1/31/24,5/6/24,CLEAR BLUE INSURANCE COMPANY,0,2,0,0,96
3185115,S&N HOLDINGS LLC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3185115,FALSE,16402 GOTHARD #I,HUNTINGTON BEACH,CA,92647,US,9941 VOYAGER CIR,HUNTINGTN BCH,CA,92646-6520,US,(714) 369-8886,(888) 870-3174,SEAN@JUNKSMITHS.COM,2-Mar-24,900000,2024,9-Sep-18,CA,5,5,900000,2024,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Garbage/Refuse,,,,,,,,,,,,,,,,
3245343,SPRINT TRUCKING INC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3245343,FALSE,2321 PARKER AVE APT 103,TRACY,CA,95376,US,2321 PARKER AVE APT 103,TRACY,CA,95376,US,(530) 302-6726,,SPRINT@TRUCKINGINC.NET,15-Jul-25,280000,2024,13-Feb-19,CA,3,5,280000,2024,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Fresh Produce; General Freight,7,6,INDEMNITY INSURANCE CO. OF NORTH AMERICA,0.28571429,5,2,0,0,6/8/19,6/10/24,"CLEAR SPRING PROPERTY AND CASUALTY COMPANY, GLOBAL HAWK INSURANCE COMPANY, A RRG, HIGHLANDER SPECIALTY INSURANCE COMPANY, HOUSTON GENERAL INSURANCE EXCHANGE, INDEMNITY INSURANCE CO. OF NORTH AMERICA, UNITED SPECIALTY INSURANCE COMPANY",0,7,0,0,365.5
1993143,URLACHER ENTERPRISES INC,PETE'S GARAGE,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1993143,FALSE,2406 E TRENT AVE,SPOKANE,WA,99202,US,2406 E TRENT AVE,SPOKANE,WA,99202,US,(509) 533-0741,,PJUJ@COMCAST.NET,7-May-24,10000,2023,9-Feb-10,WA,5,3,10000,2023,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Motor Vehicles,,,,,,,,,,,,,,,,
3655309,FIGOTA PRODUCE CO LLC,PRODUCE COMPANY,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3655309,FALSE,883 E FRONTAGE RD,RIO RICO,AZ,85648-9675,US,883 E FRONTAGE RD,RIO RICO,AZ,85648-9675,US,(888) 834-4682,,FRANK@FIGOTA.COM,7-Dec-22,,,11-Jun-21,AZ,45051,4,0,0,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,N,ACTIVE,Fresh Produce; General Freight,,,,,,,,,,,,,,,,
500447,NDC TIMBER INC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=500447,FALSE,13 SCHOUWEILER TRACTS RD EAST,ELMA,WA,98541-9414,US,PO BOX 777,ELMA,WA,98541-0777,US,(360) 482-5555,(360) 482-4893,JOHN@NDCTIMBER.COM,30-Jul-24,78170,2023,7-Oct-92,WA,9,4,78170,2023,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"Building Materials; Logs, Poles, Beams, Lumber; Machinery, Large Objects",,,,,,,,,,,,,,,,
1146617,MIKE ROSE EXCAVATING,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1146617,FALSE,134 ALFRED CREEK RD,LUTSEN,MN,55612,US,PO BOX 52,LUTSEN,MN,55612,US,(218) 663-7367,,,28-Mar-03,20000,2002,1-Jul-03,MN,5,4,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"GRAVEL; Machinery, Large Objects",,,,,,,,,,,,,,,,
1090623,PALMER WEST CONSTRUCTION COMPANY INC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1090623,FALSE,14595 JAMES ROAD,ROGERS,MN,55374,US,14595 JAMES ROAD,ROGERS,MN,55374,US,(763) 428-1867,(763) 428-1873,TIM@PALMERWEST.NET,31-Jan-24,75000,2023,24-Jan-03,MN,9,4,75000,2023,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"Building Materials; Construction; Liquids/Gases; Machinery, Large Objects",,,,,,,,,,,,,,,,
2946740,PUMPCRETE LLC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2946740,FALSE,150 OLD MILLSAP RD,WEATHERFORD,TX,76088,US,150 OLD MILLSAP RD,WEATHERFORD,TX,76088,US,(817) 599-6464,,JASON@PUMPCRETELLC.COM,23-Sep-25,120000,2024,15-Nov-16,TX,7,4,120000,2024,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Construction,,,,,,,,,,,,,,,,
3247855,CYNOSURE SERVICES INC,CYNOSURE COMMUNICATIONS INC,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3247855,FALSE,29552 ABELIA RD,CANYON CNTRY,CA,91387-1944,US,29552 ABELIA RD,CANYON CNTRY,CA,91387-1944,US,(818) 489-1606,,BB@CYNSERVINC.COM,20-Feb-19,,,20-Feb-19,CA,4,4,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Construction,,,,,,,,,,,,,,,,
2593031,JAA TRANSPORT LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2593031,FALSE,9143 OLIVE ST,BELL FLOWER,CA,90706,US,9143 OLIVE ST,BELL FLOWER,CA,90706,US,(213) 281-7354,,JOSEAMAA23111@GMAIL.COM,26-Mar-25,129600,2024,25-Mar-15,CA,4,4,129600,2024,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight; Intermodal Cont.,16,4,WATFORD INSURANCE COMPANY,0.4375,12,3,1,0,3/9/15,4/4/23,"AMERICAN SUMMIT INSURANCE COMPANY, NORTHLAND INSURANCE COMPANY, PLAZA INSURANCE COMPANY, WATFORD INSURANCE COMPANY",0,16,0,0,243
1108774,H & S WELDING HEATING & A C INC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1108774,FALSE,23848 67TH AVE,ST CLOUD,MN,56301,US,23848 67TH AVE,ST CLOUD,MN,56301,US,(320) 654-1522,(320) 229-2104,INFO@HSHEATING.NET,30-Jan-03,35000,2010,19-Mar-03,MN,4,4,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Construction,,,,,,,,,,,,,,,,
4048937,MORRISON SERVICES LLC,ROYAL ROLLOFFS,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4048937,FALSE,26508 E ATHERTON SIBLEY RD,SIBLEY,MO,64088-9111,US,PO BOX 32,BUCKNER,MO,64016,US,(816) 565-6462,,JMORRISON@ROYALROLLOFFS.COM,1-Jul-25,150000,2024,22-Mar-23,MO,3,4,150000,2024,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Garbage/Refuse,4,1,NATIONAL INDEMNITY COMPANY,1,3,1,0,0,4/20/24,10/9/24,NATIONAL INDEMNITY COMPANY,0,4,0,0,80
2867088,ENV TRUCKING LLC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2867088,FALSE,15200 TUNGSTEN RD,EL PASO,TX,79928,US,15200 TUNGSTEN RD,EL PASO,TX,79928,US,(915) 990-4006,,ENVTRUCKINGLLC@GMAIL.COM,2-May-24,98756,2023,15-Mar-16,TX,3,4,98756,2023,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"Beverages; ELECTRONICS; General Freight; Household Goods; Metal: sheets, coils, rolls",15,4,TRISURA SPECIALTY INSURANCE COMPANY,0.33333333,12,3,0,0,3/29/16,5/20/25,"COMMERCIAL ALLIANCE INSURANCE COMPANY, PROGRESSIVE COUNTY MUTUAL, TRISURA SPECIALTY INSURANCE COMPANY, UNITED WISCONSIN INSURANCE COMPANY",0,15,0,0,347.5
1793483,OJAI PRESBYTERIAN CHURCH,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1793483,TRUE,304 N FOOTHILL RD,OJAI,CA,93023,US,304 N FOOTHILL RD,OJAI,CA,93023,US,(805) 646-1437,(805) 646-5441,JEFF@OJIPC.ORG,10-Mar-25,8995,2024,18-Jul-08,CA,3,3,8995,2024,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Passengers,,,,,,,,,,,,,,,,
1260765,CRAIG GOODMAN SR,CMG TRANSPORTATION,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1260765,FALSE,105 EAST MAIN STREET,VERGAS,MN,56587,US,PO BOX 114,VERGAS,MN,56587,US,(218) 849-2730,,CMGTRANSPORTATION@HOTMAIL.COM,9-Jun-25,170352,2024,23-Jun-04,MN,3,3,170352,2024,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"Agricultural/Farm Supplies; Building Materials; Coal/Coke; Commodities Dry Bulk; Construction; General Freight; Grain, Feed, Hay; Liquids/Gases; Livestock; Machinery, Large Objects; Motor Vehicles; Refrigerated Food; Utilities",3,1,GREAT WEST CASUALTY CO.,1,1,2,0,0,7/1/04,3/16/06,GREAT WEST CASUALTY CO.,2,1,0,0,311.5
2457131,SPOKANE FORKLIFT & CONSTRUCTION EQUIPMENT INC,13,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2457131,FALSE,4907 E TRENT AVE,SPOKANE,WA,99212,US,4907 E TRENT AVE,SPOKANE,WA,99212,US,(509) 435-3270,,BARRY@SPOKANEFORKLIFT.COM,4-Apr-25,60000,2024,27-Nov-13,WA,2,4,60000,2024,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"Machinery, Large Objects",,,,,,,,,,,,,,,,
3540467,GFC TRANS INC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3540467,FALSE,3599 S GOLDEN STATE BLVD,FRESNO,CA,93725,US,3599 S GOLDEN STATE BLVD,FRESNO,CA,93725,US,(559) 538-9120,,GFCTRANS.INC17@GMAIL.COM,16-Sep-25,1305266,2025,24-Dec-20,CA,2,4,1305266,2025,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Fresh Produce; General Freight; Meat,9,3,INDEMNITY INSURANCE CO. OF NORTH AMERICA,0.44444444,5,4,0,0,1/15/21,5/13/25,"ACCREDITED SPECIALTY INSURANCE COMPANY, INDEMNITY INSURANCE CO. OF NORTH AMERICA, SOUTHLAKE SPECIALTY INSURANCE COMPANY",0,9,0,0,96
2458869,LINCOLN TRANSPORTATION LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2458869,FALSE,5950 ARBOR RD,LINCOLN,NE,68529,US,P O BOX 29287,LINCOLN,NE,68529,US,(402) 464-7868,(402) 464-2566,LINCOLNTRANS@LINCOLNTRUCKING.NET,24-Jul-25,68594,2024,6-Dec-13,NE,3,3,68594,2024,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"Agricultural/Farm Supplies; Beverages; Commodities Dry Bulk; Fresh Produce; General Freight; Grain, Feed, Hay; Logs, Poles, Beams, Lumber; Meat; Metal: sheets, coils, rolls; Motor Vehicles; Refrigerated Food; Utilities",4,3,PROGRESSIVE NORTHERN INSURANCE COMPANY,0.5,1,3,0,0,12/13/13,1/1/21,"GREAT WEST CASUALTY CO., PROGRESSIVE NORTHERN INSURANCE COMPANY, THE CINCINNATI INDEMNITY COMPANY",0,4,0,0,722
4265187,AIR & HOSE SOURCE INC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4265187,FALSE,18324 VALLEY BLVD STE 1,BLOOMINGTON,CA,92316-1779,US,18324 VALLEY BLVD STE 1,BLOOMINGTON,CA,92316-1779,US,(909) 879-0141,(909) 879-0208,HOSEME@AIRANDHOSESOURCE.COM,9-Jul-24,,,9-Jul-24,CA,1,4,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,OUT-OF-SERVICE,General Freight; Household Goods,,,,,,,,,,,,,,,,
3164226,CROWNOVER PLUMBING AND DRAIN LLC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3164226,FALSE,6718 NW 70TH ST,KANSAS CITY,MO,64151-1686,US,6718 NW 70TH ST,KANSAS CITY,MO,64151-1686,US,(816) 457-5590,(816) 997-9539,CROWNOVERPLUMBINGANDDRAIN@YAHOO.COM,24-Jul-18,,,24-Jul-18,MO,1,4,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"Building Materials; General Freight; Logs, Poles, Beams, Lumber",,,,,,,,,,,,,,,,
4054827,DLH FLEET YARDD,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4054827,FALSE,5900 BALCONES DR STE 100,AUSTIN,TX,78731-4298,US,17223 AMELIA PINES CT,CONROE,TX,77302-1403,US,(616) 570-2909,,DLHFLEETYARDD@GMAIL.COM,2-Apr-23,,,2-Apr-23,TX,1,4,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"Building Materials; General Freight; Logs, Poles, Beams, Lumber; Metal: sheets, coils, rolls; OTHER; Utilities",,,,,,,,,,,,,,,,
420403,MICHAEL & ALAN POLONCIC,POLONCIC CONSTRUCTION,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=420403,FALSE,2502 HOLLY STREET,BELLEVUE,NE,68147,US,2502 HOLLY STREET,BELLEVUE,NE,68147,US,(402) 733-5337,(402) 733-5337,,18-Nov-24,16750,2023,10-Sep-90,NE,3,2,16750,2023,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Building Materials; DIRT & BROKEN CO,,,,,,,,,,,,,,,,
2039495,DANNYS MAINTENANCE,COLORADO EARTHWORKS,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2039495,FALSE,1517 CRAWFORD WAY,GLENWOOD SPRINGS,CO,81601,US,1517 CRAWFORD WAY,GLENWOOD SPRINGS,CO,81601,US,(970) 309-8462,,DANIEL@COEARTHWORKS.COM,14-Jun-25,10000,2022,28-May-10,CO,3,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"STONE, GRAVEL, S",,,,,,,,,,,,,,,,
4238408,3A CARRIER LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4238408,FALSE,5200 LINCOLN DR APT 321,EDINA,MN,55436,US,5200 LINCOLN DR APT 321,EDINA,MN,55436-2707,US,(612) 900-8630,,3ACARRIERLLC@GMAIL.COM,9-May-24,,,9-May-24,MN,1,4,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight,,,,,,,,,,,,,,,,
2430473,JOSE CARMEN FRANCO,FRANCO BROTHERS ROOFING,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2430473,FALSE,2304 HIGGINS LANE,HALTOM CITY,TX,76111,US,2304 HIGGINS LANE,HALTOM CITY,TX,76111,US,(817) 589-0363,,,17-Aug-13,,,17-Aug-13,TX,1,4,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Construction,,,,,,,,,,,,,,,,
2900721,AUTO ADRENALINE LLC,NO5 HAULING CO,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2900721,FALSE,19861 COUNTY 24,PARK RAPIDS,MN,56470,US,19861 COUNTY 24,PARK RAPIDS,MN,56470,US,(320) 492-6827,,NO5HAULINGCO@GMAIL.COM,28-Apr-25,29500,2024,15-Jun-16,MN,3,3,29500,2024,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Agricultural/Farm Supplies; Building Materials; Construction,,,,,,,,,,,,,,,,
3902794,NLT TRUCKING LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3902794,FALSE,1929 PECOS HWY,LOVING,NM,88256,US,1929 PECOS HWY,LOVING,NM,88256-9726,US,(575) 706-8686,,NLTTRUCKINGLLC18@GMAIL.COM,16-Jun-25,150000,2025,16-Jun-22,NM,14,3,150000,2025,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,OTHER; Water Well,5,2,UNITED FINANCIAL CASUALTY COMPANY,0.8,5,0,0,0,8/15/22,2/5/24,"ARCH INSURANCE COMPANY, UNITED FINANCIAL CASUALTY COMPANY",0,5,0,0,119.5
2681845,JEFF J CREAMER,ADVANCED PUMPING SERVICE,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2681845,FALSE,21657 TEMESCAL CYN RD,CORONA,CA,92883,US,21657 TEMESCAL CYN RD,CORONA,CA,92883,US,(951) 295-7454,(951) 277-5254,ADVANCEDPUMPING@HOTMAIL.COM,8-Apr-24,9000,2023,12-Jun-15,CA,6,3,9000,2023,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PRIVATE,ACTIVE,Liquids/Gases,,,,,,,,,,,,,,,,
1111712,SONRISE LUMBER,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1111712,FALSE,1922 GLENWOOD DRIVE,GRAND RAPIDS,MN,55744,US,1922 GLENWOOD DRIVE,GRAND RAPIDS,MN,55744,US,(218) 327-1443,(218) 327-1443,,25-Feb-03,80000,2002,27-Mar-03,MN,5,3,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"Building Materials; Logs, Poles, Beams, Lumber; Metal: sheets, coils, rolls",,,,,,,,,,,,,,,,
2418273,JAMES LEE PIEPHO,PIEPHO ROOFING INC,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2418273,FALSE,5098 SW 18TH ST,OWATONNA,MN,55060,US,5098 SW 18TH ST,OWATONNA,MN,55060,US,(507) 475-0538,,JPIEPHO@HOTMAIL.COM,29-Jun-13,15000,2012,29-Jun-13,MN,4,3,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Building Materials; Construction,,,,,,,,,,,,,,,,
